listing,price,brand,size
Chateau Gray Rivit Sequin Women's Faux Leather Bag Buckle Closure 16x10x4,22.0,Chateau,OS
"LV KEEP IT GYPSY GOUCHO WRISTLET Brown Gold Metallic Leopard‎ Print NWT
          
      NWT",90.0,LV,
3 compartment bag. Laptop bag,15.0,3,
NWOT Vera Wang Black Leather Tote Satchel,40.0,NWOT,
Lisa Jenks Mini Small Purse Bag Black Leather W/Engraved Silver Metal Hardware,100.0,Lisa,Small
Moda Luxe Antoinette Backpack Gray with Gold Hardware,50.0,Moda,
Vintage Nyle Anderson Designs Exotic Leather Belt Bag Artisan Waist Bag Croc Pat,65.0,Vintage,
Louis Vuitton Monogramouflage Pegase Suitcase 60 Monogram Camo LV Travel Luggage,13995.0,Louis,
"Vera Bradley brand, gray and yellow/green, leather crossbody.",25.0,Vera,OS
"Dolcezza - Quilted Travel Bag with Red and Black Pattern NWT
          
      NWT",45.0,Dolcezza,
Brighton Victorian Rose clutch / crossbody purse,49.0,Brighton,OS
Vtg Y2K Tignanello Genuine Leather Laptop Tote Bag Purse Black 2 Pocket,33.0,Vtg,
Nicole Faux Snakeskin Crossbody Shoulder Bag Brown Neutral Animal Print,25.0,Nicole,OS
Ann Taylor Brown Leather Satchel 2012 Preowned,59.0,Ann,
Neiman Marcus Orange Tote with Circular Cutout,11.0,Neiman,
"Soruka Crossbody Bag Blue Leopard Pront Calf Hair Leather Handbag Purse New
          
      NWT",49.0,Soruka,OS
KC Malhan Brown Beaded Small Clutch Made in India Cotton Lined Twill Fabric,22.0,KC,Small
Terramina Clubydr Chain Strap Beaded Medium Snap Clutch Shoulder‎ Orange/Peach,19.0,Terramina,Medium
Vera Bradley Black and Cream Floral Crossbody Bag,20.0,Vera,OS
Consuela Chic Gold Leopard Patterned Animal print Women's wristlet,79.0,Consuela,
MCM Two Tone Navy and Blue Leather Tote,489.0,MCM,
Valentino Garavani Leather Rockstud Padlock Bag.. Authentic w/COA,275.0,Valentino,
No longer available,85.0,No,
Kate Spade Cove Street Dody,60.0,Kate,
Coach Trifold Wallet,79.0,Coach,
Tan‎ and Red Basket Weave Purse Handbag,17.0,Tan‎,
Jessica McClintock Black and Silver Rhinestone Clutch,13.0,Jessica,
NWT Universal Thread Camel CrossBody bag,20.0,NWT,OS
Sole Society Faux Leather Black Chain Strap Shoulder Bag Size Small,25.0,Sole,Small
"NWT Bamboo Trading Company Beaded Club Crossbody Bag
          
      NWT",30.0,NWT,OS
"Bebe Crossbody Flap Bag Denim Blue Paisley Print Chain‎ Strap NWT
          
      NWT",36.0,Bebe,OS
"Blue and White Patterned Tote Bag
          
      NWT",40.0,Blue,
Mary Frances Beaded Leather Mandala Shoulder Bag Lime Green Floral Charms Boho,140.0,Mary,
"Baby blue Trader Joe’s Mini Pastel Canvas Tote Bag
          
      NWT",15.0,Baby,Mini
"Quilted Crossbody Bags for Women 3-Pockets Crossbody Purses Vegan Leather Should
          
      NWT",20.0,Quilted,OS
VINTAGE Mini Black Crossbody Beaded Purse GUC,10.0,VINTAGE,Mini
"💯Authentic CHRISTIAN DIOR
Lambskin Cannage Large Lady Dior🍀",2900.0,💯Authentic CHRISTIAN,Large
"NO BOUNDARIES EXPANDER CLUTCH WALLET WITH CHAIN
          
      NWT",17.0,NO,
Kate Spade Pebble Leather Navy Blue Envelope Clutch Crossbody Bag,55.0,Kate,OS
Lug Metro XL Pouch Peony Blue Flowers NWT Quilted Keychain Card Case ID Holder,25.0,Lug,XL
Dooney & Bourke North South signature print yellow canvas shoulder bag,121.0,Dooney,
"Pocket Wallet Purple Camo Card Holder Small Clutch Mini‎ Wallet Hand Crafted
          
      NWT",8.0,Pocket,Small
Sonia Rykiel Paris Black Suede Envelope Shoulder Bag France Vintage Designer Lux,200.0,Sonia,
Kate Landry Dark Brown Satchel with Gold Accents,50.0,Kate,
"Wallet Embroidered floral multicolor 100% mexican art  Handmade/ cartera bordada
          
      NWT",16.0,Wallet,
NEW COYUCHI 100% Organic Cotton Tote Bag Shopping Beach Travel Boho Beach Cream,19.0,NEW,
Laviva Leather Shoulder Bag Brown Black Front Pocket Adjustable Strap Whipstitch,45.0,Laviva,
Americana by Sharif‎ quilted travel cosmetics storage bag,14.0,Americana,OS
Calvin Klein Hayden Saffiano Leather Tote Royal Blue,88.0,Calvin,
Kate Spade Lana Grove Street Satchel Pocketbook Dusty Peony Straps Leather,65.0,Kate,
Coach Floral Brown,230.0,Coach,
GUCCI Red Leather Shoulder Bag,1230.0,GUCCI,
THE SAK Pacific Shoulder Bag Purse Handbag Black Leather Shoulder Strap,22.0,THE,
Dooney & Bourke Brown Monogram Bag,60.0,Dooney,
Marc Jacobs Embossed Hearts Patent Leather Continental Wallet,159.0,Marc,OS
Hermès Leather Collier de Chien Bracelet Gray,1584.0,Hermès,
Michael Michael Kors Black Faux snake skin shoulder strap bag gold tone trim,21.0,Michael,
Miu Miu Crystal Cloque,1355.0,Miu,
Vintage Brighton leather croc bucket crossbody,50.0,Vintage,OS
Vera Bradley Canterbury Purple Gray Black Satchel Tote Quilted Cotton EUC,20.0,Vera,
Silver Grey Sequined Evening Shoulder Bag,10.0,Silver,
Simply Vera by Vera Wang‎ Purse with Adjustable Strap for Shoulder or Crossbody,30.0,Simply,OS
Tory Burch Black Nylon Patent Leather Trim Lightweight Everyday Tote Bag,165.0,Tory,
Kate Spade Alessa Wellesley Dome Satchel Bag,25.0,Kate,
Fossil Elegant Black Leather Shoulder Bag,15.0,Fossil,OS
Peruvian Mini Small Backpack Embroidery‎ Llama Girl Sun Woven Knapsack Purse Red,20.0,Peruvian,Small
"H by‎ Halston heritage bucket bag camel colored
          
      NWT",65.0,H,
Chic Black Crossbody Bag,61.0,Chic,OS
Dooney & Bourke Red Leather Tote / Shoulder Bag Zip Pocket,73.0,Dooney,
"Badgley Mischka Studded Diamond Quilted Camera Crossbody Bag Dark Green (NWT)
          
      NWT",89.0,Badgley,OS
Champagne Bottle Crossbody Bag - Black and Pink,32.0,Champagne,OS
Kate Spade Elegant Black Crossbody Bag,85.0,Kate,OS
Kate Spade Spencer North South Phone Crossbody,93.0,Kate,OS
NWOT Kenneth Cole New York Crosby Leather Crossbody Beige Designer Crossbody Bag,20.0,NWOT,OS
NWT Kate Spade Blush Quilted Shoulder Bag with Gold,225.0,NWT,
"Michael Kors Morgan, medium sized messenger bag, Crossbody with adjustable strap",75.0,Michael,Medium
Red Purse,14.0,Red,
Prada canvas/leather black  satchel handbag,502.0,Prada,
"Disney Minnie Mouse Mini-Backpack‎ Bowels Pink Rose
          
      NWT",38.0,Disney,Mini
HERMES Bolide Pouch Cotton Multicase Authentic,150.0,HERMES,
"Jeffree Star Special Edition Halloween Black Bat Wing Bag
          
      NWT",40.0,Jeffree,
"Montana West Embossed Collection Tote/Crossbody Bag Brown
          
      NWT",50.0,Montana,OS
Borse in Pelle genuine leather bag,55.0,Borse,
"Minnie Mouse Sequin Wedding Crossbody Bag nwt white Disney loungefly purse bride
          
      NWT",63.0,Minnie,OS
"Badgley Mischka Handbag Women's Black Leather Quilted Studs Crossbody Bag
          
      NWT",69.0,Badgley,OS
Ted Baker Black Leather  Crossbody Bag -Minimalist Office Siren Core,85.0,Ted,Mini
"NWT PINK Victoria's Secret Camo Luggage Suitcase
          
      NWT",150.0,NWT,
Vintage Dooney And Bourke  R28 Small Speedy Bag Tan & Black w/ Coin purse,65.0,Vintage,Small
Tiffany & Fred Paris suede handbag‎,134.0,Tiffany,
"George Gina Lucy Boxery Crossbody Bag
          
      NWT",97.0,George,OS
Wallet Louis Vuitton,600.0,Wallet,
Elegant Black Evening Clutch,35.0,Elegant,
CHANEL RARE ORANGE TRIFOLD ENAMEL WALLET,373.0,CHANEL,
VINTAGE LIZ CLAIBORNE RED MINI CROSSBODY BAG PURSE FAUX LEATHER WOMEN Y2K,28.0,VINTAGE,Mini
Louis Vuitton Odeon PM Crossbody purse NEW VACHETTA,2214.0,Louis,OS
"NWT Disney Minnie Mouse Crossbody Bag Compact
          
      NWT",22.0,NWT,OS
Diesel Archive Y2K Military Crossbody Bag Rare Spare Parts Bullet Proof Panel,249.0,Diesel,OS
"Jujube Sanrio Dream World Paci Pod
          
      NWT",20.0,Jujube,
"Hello Kitty Black Wallet and Nose Pencil Sharpener
          
      NWT",20.0,Hello,OS
Vera Bradley Animal Print and Flowers Tote,20.0,Vera,
Rebecca Minkoff Black Chevron Shoulder Bag,125.0,Rebecca,
COACH BROOKE OPT ART CROSSBODY BAG #43107 Purple,85.0,COACH,OS
Gucci White Belt Bag with Red and Green Stripe,390.0,Gucci,
Chanel Cream Quilted Shoulder Bag,398.0,Chanel,
Marc Jacobs Navy Crossbody Bag,179.0,Marc,OS
Rebecca Minkoff Gray Pebbled Leather Tote,139.0,Rebecca,
"S-ZONE Womens Black Genuine Leather Tri-Fold Long Wallet
          
      NWT",50.0,S-ZONE,
Yves Saint Laurent Black Leather Shoulder Bag with Gold Chain,418.0,Yves,
"Vera Bradley Change Purse, Floral",10.0,Vera,
The North Face Boralis Backpack Light Brown and Blue,22.0,The,
Yves Saint Laurent Black Quilted Crossbody Bag,418.0,Yves,OS
Kate Spade Light Ocean Blue Wallet,30.0,Kate,
Longaberger Brown Leather Replacement Strap 41” Long NWOT,32.0,Longaberger,
LuluLemon Leather tote bag #3146,40.0,LuluLemon,
Kestrel High Tide Vinyl Tote Bag with Brown Leather Handles,67.0,Kestrel,
"Disney Vera Bradley Mickey’s & Friends Hipster Bag Retired NWT
          
      NWT",80.0,Disney,
Vintage Beaded Clutch with Silver Chain,25.0,Vintage,
See by Chloé Mini Blue Suede Leather Crossbody Bag,149.0,See by,Mini
"Badgley Mischka Black and White Logo Card Holder
          
      NWT",15.0,Badgley,
TRIANGL turquoise drawstring beach swim bag,9.0,TRIANGL,
FENDI Mini Kan I Shoulder Bag 8M0381-A18Q Green Leather,1099.0,FENDI,Mini
Tommy Hilfiger Pink/Green Shoulder Bag w/Charm Y2K Front Snap,30.0,Tommy,
"Boho Embellished Clutch With Tassel
          
      NWT",28.0,Boho,
Celine Macadam Bi-fold Wallet - EUC,150.0,Celine,
Rebecca Minkoff Mini Mac Crossbody Bag Saddle Brown Leather Silver Hardware NWOT,88.0,Rebecca,Mini
"Coach 79438 Tabby Chain Clutch Crossbody Pebbled Leather Brass Chalk Crystal WOC
          
      NWT",295.0,Coach,OS
Pink Leather Clutch Y2k Pretty In Pink  Barbie Party Girlhoodcore Coquette Girly,25.0,Pink,
Kate Spade black Voyager bag with pinch lock bundle. Total retail $615,113.0,Kate,
Celine Small Flap Drawstring Backpack,790.0,Celine,Small
Like New Michael Kors Riley Blue Studded Patchwork Satchel,165.0,Like,
"NWT, Badgley Mischka Red Shoulder Handbag Wrapped Frame Clutch Chain Strap
          
      NWT",65.0,"NWT,",
Jimmy Choo Red Women's Wallet,219.0,Jimmy Choo,
Tommy Hilfiger Pink Logo Shoulder Bag Top Handle Tote Purse,40.0,Tommy,
"Loungefly Pikachu Yellow Kids Backpack
          
      NWT",110.0,Loungefly,
Betsey Johnson Boombox Wristlet Vintage 80s Style Novelty Collectors Item,99.0,Betsey,
Adrienne Vittadini Snakeskin Studio Wallet,15.0,Adrienne Vittadini,
Aldo Crossbody Envelope Clutch Nude Tan Snakeskin Purse Bag,20.0,Aldo,OS
ASH Studded Crossbody Mini Bag Leather Taupe  Britt chain link,69.0,ASH,Mini
KATE SPADE | Wristlet Top Zip Teal Pebbled Leather Classic Preppy Vacation,45.0,KATE,
Brown Plaid Wristlet/Clutch Boutique Wallet.,25.0,Brown Plaid Wristlet/Clutch Boutique Wallet.,
Prada Gray Saffiano Leather Long Zip Around Luxury Wallet and Dust Bag,350.0,Prada,
Sherpani gray black crossbody messenger adjustable  travel roomy adjustable strp,18.0,Sherpani,OS
Michael Kors Saffiano light brown leather jet set tote with padded zipper comp,79.0,Michael,
"U.S. POLO ASSN. MADISON CROSSBODY BAG
          
      NWT",39.0,U.S.,OS
Victoria's Secret Evening Bag in Silver,27.0,Victoria's Secret Evening Bag in Silver,
Tori Burch patent leather handbag for women black color size 10x6 Casual Busines,89.0,Tori,
Celine Bags,444.0,Celine,
